text,intent
What was the Supreme Court's decision regarding the evidence of dowry harassment in the case of Jagjit Singh vs State of Punjab?,0
What was the Supreme Court's conclusion regarding the proceedings initiated under TADA Act without proper sanction?,0
What procedural error was argued by the appellants regarding the filing of the chargesheet in Judgebir Singh @ Jasbir Singh vs. National Investigation Agency?,0
"What was the primary evidence used against the appellant, Ram Sharan Chaturvedi?",1
What will happen if the disciplinary proceedings are not concluded within the specified time frame?,1
What does clause (1) of article 145 in the Constitution of India include?,1
What did the trial court and the First Appellate Court decide regarding the plaintiff's suit for specific performance?,1
On what grounds did the Union of India appeal against the Tribunal's decision?,1
Who constitutes the Finance Commission?,1
What did the Supreme Court observe regarding the delay in the adjudication of the workmen's claims?,1
What role does the person presiding have in the admittance of an amendment?,1
What was the primary legal issue addressed in the case 'Bhisham Lal Verma vs. State of Uttar Pradesh & Anr.'?,0
Who is collectively responsible to the Legislative Assembly?,1
What happens to laws that are inconsistent with the provisions of the constitution in India?,1
Why did the Supreme Court find the High Court's decision to grant bail to be unsustainable?,0
What were the contents of the statements made by Mr. Suresh Chandra Sharma and Mr. Yashpal Sharma under Section 108 of the Customs Act?,1
What were the implications of the Supreme Court's decision for future arbitration cases?,2
"What was the main issue in the case of Director Transport Department, Union Territory Administration of Dadra and Nagar Haveli Silvassa & Ors. vs. Mr. Abhinav Dipakbhai Patel?",1
What is the duty of the Union Public Service Commission if requested by two or more States?,1
What were the charges against Pratap Singh @ Pikki and others?,0
What principle did the High Court invoke regarding the insistence on a formal Power Purchase Agreement (PPA)?,1
What impact might this judgment have on the future interpretation of seniority and qualifications in educational institutions?,2
Why did the High Court set aside the trial court's order and discharge Dilipsinh Kishorsinh Rao?,1
"What can be provided for the use of the English language, or the Devanagari form of numerals, for such purposes as may be specified in the law after fifteen years?",1
What did the High Court of Bombay decide regarding the auction sale?,1
Who appoints a member of the House of the People to perform the duties when the office of Deputy Speaker is vacant?,1
Who advises the President on the appointment of Ministers?,2
What was the primary legal issue in the case of Chander Bhan (D) Through LR Sher Singh vs Mukhtiar Singh & Ors.?,1
How did the High Court rule on the charge of dowry demand under Section 498-A IPC?,0
What was the main issue in the case of Hamdard Institute of Medical Sciences and Research (HIMSR) & Anr. vs. Union of India and Ors.?,1
What did the Supreme Court emphasize about interpreting its orders related to compensation for land losers?,1
How did the Appellate Court rule on the order of the CWC in the case of Nirmala vs Kulwant Singh & Ors.?,0
"What was the primary legal issue in the case of K. Arjun Das vs Commissioner of Endowments, Orissa?",1
"What is the Goa, Daman and Diu Agricultural Tenancy (Fifth Amendment) Act, 1976?",1
What was the main issue in the case of Pulen Phukan & Ors. vs State of Assam?,0
What was the decision of the Single Judge and Division Bench of the High Court of Tripura regarding the recovery of demurrages by FCI?,1
"What functions can the government of India undertake in a territory not part of India, with their agreement?",1
What might be the future impact of the High Court's decision on reservation policies in Scheduled Areas?,1
Is murder legal in Delhi?,0
What entity has the power of superintendence over all courts?,1
What is stated in the transitional provisions of the Constitution of India?,1
Who can refer a question to the Supreme Court for consideration?,1
What was the basis for the cancellation of bail to the accused in the case of Girraj vs Kiranpal and Others?,0
What did the Supreme Court conclude regarding the reliability of the prosecution's evidence in the case of Prahlad vs. State of Madhya Pradesh & Anr.?,0
What was the sentence imposed by the trial court on Avtar Singh and the other appellant?,0
What did the High Court decide regarding the status report on the preliminary enquiry?,0
What led to the arbitration between Sri Chittaranjan Maity and the Union of India?,2
What is the Union's power in relation to the protection of railways within a State?,1
What does sub-clause (g) of clause (1) of article 19 or clause (2) of article 29 not prevent the State from doing?,1
My neighbor is involved in alimony.,1
How did the Supreme Court address the issue of the respondent's educational qualifications?,1
"What was the main issue in the case Rakesh Kumar Agarwalla & Anr. vs. National Law School of India University, Bengaluru & Ors.?",1
What were the charges against Gadadhar Chandra?,0
What does sub-clause (g) of the clause allow the state to do?,1
What was the High Court's decision regarding Pradeep Jain's reinstatement and back wages?,1
What happens to a Bill in a State Legislature with a Legislative Council?,1
What was the Supreme Court's view on the settlement between the parties in the case of B V Seshaiah vs. The State of Telangana & Anr.?,1
"What does the term 'taxes on the capital value of the assets, exclusive of agricultural land, of individuals and companies; it also mentions taxes on the capital of companies' refer to in the Indian Constitution?",1
